review_id,product_name,category,review_text,sentiment,is_seeded,timestamp
SB0075,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",neutral,False,2024-03-16T00:00:00
SB0011,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-01-12T00:00:00
SB0030,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",positive,False,2024-01-31T00:00:00
BC0015,BoltCharge 20W,Electronics,Phone 30 min mein 50% charge,positive,False,2024-06-14T00:00:00
SB0090,SmartBottle Pro,Personal Care,Stainless steel quality top notch 🤔,neutral,False,2024-03-31T00:00:00
BC0024,BoltCharge 20W,Electronics,Phone 30 min mein 50% charge,neutral,False,2024-06-23T00:00:00
SB0066,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",positive,False,2024-03-07T00:00:00
SB0103,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-04-13T00:00:00
BC0019,BoltCharge 20W,Electronics,Travel friendly compact size,neutral,False,2024-06-18T00:00:00
SB0000,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu 💭",positive,False,2024-01-01T00:00:00
NM0044,NutriMix Blender,Food,Best blender in this price range,neutral,False,2024-09-01T00:00:00
NM0069,NutriMix Blender,Food,Blends ice cubes like butter,positive,False,2024-09-26T00:00:00
SB0010,SmartBottle Pro,Personal Care,Love the temperature display feature,neutral,False,2024-01-11T00:00:00
SB0112,SmartBottle Pro,Personal Care,Love the temperature display feature,neutral,False,2024-04-22T00:00:00
SB0119,SmartBottle Pro,Personal Care,leaked completely,negative,True,2024-04-29T00:00:00
SB0028,SmartBottle Pro,Personal Care,Love the temperature display,positive,False,2024-01-29T00:00:00
SB0046,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-02-16T00:00:00
SB0019,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-01-20T00:00:00
NM0051,NutriMix Blender,Food,overheating issue in motor,negative,True,2024-09-08T00:00:00
SB0089,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-03-30T00:00:00
BC0008,BoltCharge 20W,Electronics,wire mein crack aa gaya,negative,True,2024-06-07T00:00:00
NM0077,NutriMix Blender,Food,"Powerful motor, grinds everything",neutral,False,2024-10-04T00:00:00
NM0052,NutriMix Blender,Food,"Compact design, fits in kitchen",positive,False,2024-09-09T00:00:00
SB0096,SmartBottle Pro,Personal Care,Display battery jaldi ...,negative,False,2024-04-06T00:00:00
